name,province,city,area,address,telephone,uid,street_id,detail,detail_info,location,detail_url,tag,type,search_word,region,isin_region
成都东软学院-A7座,四川省,成都市,都江堰市,四川省成都市都江堰市青山路,None,bbd654a6d5ea0ac4373a714f,None,1,"{'tag': '教育培训;其他', 'navi_location': {'lng': 103.59885886838, 'lat': 30.89335725413}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=bbd654a6d5ea0ac4373a714f&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.892703, 'lng': 103.602592}",http://api.map.baidu.com/place/detail?uid=bbd654a6d5ea0ac4373a714f&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
成都东软学院-A3座,四川省,成都市,都江堰市,四川省成都市都江堰市东软大道南200米,None,a47930c622ca8db240afe628,None,1,"{'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=a47930c622ca8db240afe628&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.895418, 'lng': 103.603154}",http://api.map.baidu.com/place/detail?uid=a47930c622ca8db240afe628&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
成都东软学院-A8座,四川省,成都市,都江堰市,四川省成都市都江堰市东软大道1号,None,bb448d5d137ce083430245b5,None,1,"{'tag': '教育培训;其他', 'navi_location': {'lng': 103.60664978224, 'lat': 30.893251581408}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=bb448d5d137ce083430245b5&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.893837, 'lng': 103.604907}",http://api.map.baidu.com/place/detail?uid=bb448d5d137ce083430245b5&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
成都东软学院-B3座,四川省,成都市,都江堰市,桃园路与N64县道交叉口东南150米,None,bdbd0be6c2582c82c8e33c9c,None,1,"{'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=bdbd0be6c2582c82c8e33c9c&output=html&source=placeapi_v2', 'overall_rating': '4.4', 'comment_num': '8', 'children': []}","{'lat': 30.893749, 'lng': 103.599753}",http://api.map.baidu.com/place/detail?uid=bdbd0be6c2582c82c8e33c9c&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
成都东软学院-C7座,四川省,成都市,都江堰市,四川省成都市都江堰市高尔夫大街,None,e56a7047dc0972046040a910,None,1,"{'tag': '教育培训;其他', 'navi_location': {'lng': 103.59885886838, 'lat': 30.89335725413}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=e56a7047dc0972046040a910&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.893022, 'lng': 103.601737}",http://api.map.baidu.com/place/detail?uid=e56a7047dc0972046040a910&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
四川外国语大学成都学院教师宿舍德馨苑-12栋,四川省,成都市,都江堰市,四川省成都市都江堰市青城山镇四川外国语大学成都学院东,None,b4fbdbb3b0f75f614557261b,None,1,"{'tag': '房地产;宿舍', 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=b4fbdbb3b0f75f614557261b&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.836265, 'lng': 103.586603}",http://api.map.baidu.com/place/detail?uid=b4fbdbb3b0f75f614557261b&output=html&source=placeapi_v2,房地产;宿舍,house,大学,都江堰市,True
成都东软学院-C3座,四川省,成都市,都江堰市,成都市都江堰市大三路与桃园路交叉路口往东南约100米(成都东软学院),None,826b1ca22eb3ef5eaecb66f3,None,1,"{'tag': '教育培训;其他', 'navi_location': {'lng': 103.60008325879, 'lat': 30.892371719721}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=826b1ca22eb3ef5eaecb66f3&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.892675, 'lng': 103.600222}",http://api.map.baidu.com/place/detail?uid=826b1ca22eb3ef5eaecb66f3&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
成都东软学院-A6座,四川省,成都市,都江堰市,成都市都江堰市大三路与桃园路交叉路口往东北约100米(成都东软学院),None,07c6cb0a84443cb52fb17e34,None,1,"{'tag': '教育培训;其他', 'navi_location': {'lng': 103.60056834377, 'lat': 30.895354399943}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=07c6cb0a84443cb52fb17e34&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.895253, 'lng': 103.60055}",http://api.map.baidu.com/place/detail?uid=07c6cb0a84443cb52fb17e34&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
成都东软学院-C1座,四川省,成都市,都江堰市,成都市都江堰市大三路与桃园路交叉路口往南约100米(成都东软学院),None,b22f96b4b2c8d2a132f71d01,None,1,"{'tag': '教育培训;其他', 'navi_location': {'lng': 103.59967003826, 'lat': 30.892418203769}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=b22f96b4b2c8d2a132f71d01&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.892855, 'lng': 103.599749}",http://api.map.baidu.com/place/detail?uid=b22f96b4b2c8d2a132f71d01&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
成都东软学院-C8座,四川省,成都市,都江堰市,四川省成都市都江堰市青城山镇怀中路成都东软学院C8座,None,92f9fa0661941cfb9900508b,None,1,"{'tag': '教育培训;其他', 'navi_location': {'lng': 103.59885886838, 'lat': 30.89335725413}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=92f9fa0661941cfb9900508b&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.892524, 'lng': 103.601648}",http://api.map.baidu.com/place/detail?uid=92f9fa0661941cfb9900508b&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
成都东软学院大学生校卫队,四川省,成都市,都江堰市,成都市都江堰市芙蓉路(成都东软学院),None,624fabc695ae2dfb940319c7,None,1,"{'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=624fabc695ae2dfb940319c7&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.89349, 'lng': 103.60313}",http://api.map.baidu.com/place/detail?uid=624fabc695ae2dfb940319c7&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
成都东软学院A4座,四川省,成都市,都江堰市,成都市都江堰市青城山镇东软大道1号附近,None,d2a5580b9d93ea3cd92f28f6,None,1,"{'tag': '教育培训;其他', 'navi_location': {'lng': 103.60191580203, 'lat': 30.895695271708}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=d2a5580b9d93ea3cd92f28f6&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.895698, 'lng': 103.601359}",http://api.map.baidu.com/place/detail?uid=d2a5580b9d93ea3cd92f28f6&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
成都东软学院-B5座,四川省,成都市,都江堰市,成都市都江堰市大三路与桃园路交叉路口往东约50米(成都东软学院),None,e2a0d87acb05666e95ca0788,None,1,"{'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=e2a0d87acb05666e95ca0788&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.894272, 'lng': 103.600437}",http://api.map.baidu.com/place/detail?uid=e2a0d87acb05666e95ca0788&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
成都东软学院-C5座,四川省,成都市,都江堰市,四川省成都市都江堰市青城山镇东软大道成都东软学院C7座,None,d6ce42d6681966209d95de65,None,1,"{'tag': '教育培训;其他', 'navi_location': {'lng': 103.59885886838, 'lat': 30.89335725413}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=d6ce42d6681966209d95de65&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.893052, 'lng': 103.601123}",http://api.map.baidu.com/place/detail?uid=d6ce42d6681966209d95de65&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
成都东软学院-B2座,四川省,成都市,都江堰市,成都市都江堰市大三路与桃园路交叉路口往东南约50米(成都东软学院),None,e8e4c724a1900f1c266e986f,None,1,"{'tag': '教育培训;其他', 'navi_location': {'lng': 103.60068512348, 'lat': 30.893936670136}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=e8e4c724a1900f1c266e986f&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.893515, 'lng': 103.600442}",http://api.map.baidu.com/place/detail?uid=e8e4c724a1900f1c266e986f&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
北京大学文化资源研究中心中华优秀传统文化教育实践基地,四川省,成都市,都江堰市,四川省成都市都江堰市青城山路,None,0a56f3e1c2e4a8312efaa79c,None,1,"{'tag': '教育培训;培训机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0a56f3e1c2e4a8312efaa79c&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.898895, 'lng': 103.56098}",http://api.map.baidu.com/place/detail?uid=0a56f3e1c2e4a8312efaa79c&output=html&source=placeapi_v2,教育培训;培训机构,education,大学,都江堰市,True
成都东软学院A1座,四川省,成都市,都江堰市,东软大道南150米,None,874984f983a1d3510682c2a8,None,1,"{'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=874984f983a1d3510682c2a8&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.895599, 'lng': 103.603563}",http://api.map.baidu.com/place/detail?uid=874984f983a1d3510682c2a8&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
name,province,city,area,address,telephone,uid,street_id,detail,detail_info,location,detail_url,tag,type,search_word,region,isin_region
四川农业大学都江堰校区-学生公寓,四川省,成都市,都江堰市,四川省成都市都江堰市柳岸路附近,None,8cd421ff027688d895ca0707,None,1,"{'tag': '房地产;宿舍', 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=8cd421ff027688d895ca0707&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.009767, 'lng': 103.629506}",http://api.map.baidu.com/place/detail?uid=8cd421ff027688d895ca0707&output=html&source=placeapi_v2,房地产;宿舍,house,大学,都江堰市,True
博文教育(四川师范大学教学实践基地),四川省,成都市,都江堰市,成都市都江堰市通锦路与凤邻路交叉路口往东南约50米(安澜骏景),(028)87279077,c2c6c2355da3ac89ae31e526,c2c6c2355da3ac89ae31e526,1,"{'tag': '教育培训;培训机构', 'navi_location': {'lng': 103.64854700005, 'lat': 30.982832845916}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=c2c6c2355da3ac89ae31e526&output=html&source=placeapi_v2', 'price': '0.0', 'overall_rating': '0.0', 'children': []}","{'lat': 30.982686, 'lng': 103.648494}",http://api.map.baidu.com/place/detail?uid=c2c6c2355da3ac89ae31e526&output=html&source=placeapi_v2,教育培训;培训机构,education,大学,都江堰市,True
都江堰市青年(大学生)创业园-A区,四川省,成都市,都江堰市,尚阳大道72号附近,None,da5aa4a4111c9368100daa89,da5aa4a4111c9368100daa89,1,"{'tag': '公司企业;园区', 'navi_location': {'lng': 103.66599016529, 'lat': 31.016962255025}, 'type': 'enterprise', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=da5aa4a4111c9368100daa89&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.016836, 'lng': 103.665776}",http://api.map.baidu.com/place/detail?uid=da5aa4a4111c9368100daa89&output=html&source=placeapi_v2,公司企业;园区,enterprise,大学,都江堰市,True
都江堰市青年(大学生)创业园-B区,四川省,成都市,都江堰市,永安大道北二段12号附近,None,66270566fba6e7d593114c27,66270566fba6e7d593114c27,1,"{'tag': '公司企业;园区', 'type': 'enterprise', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=66270566fba6e7d593114c27&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.016548, 'lng': 103.666607}",http://api.map.baidu.com/place/detail?uid=66270566fba6e7d593114c27&output=html&source=placeapi_v2,公司企业;园区,enterprise,大学,都江堰市,True
name,province,city,area,address,telephone,uid,street_id,detail,detail_info,location,detail_url,tag,type,search_word,region,isin_region
四川农业大学都江堰校区学生公寓第-4幢,四川省,成都市,都江堰市,外北街与胡家巷交叉口西北150米四川农业大学都江堰校区学生公寓第4幢,None,b20ac045e6d3031f081cc707,None,1,"{'tag': '房地产;宿舍', 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=b20ac045e6d3031f081cc707&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.009589, 'lng': 103.629988}",http://api.map.baidu.com/place/detail?uid=b20ac045e6d3031f081cc707&output=html&source=placeapi_v2,房地产;宿舍,house,大学,都江堰市,True
四川农业大学都江堰校区学生公寓-9幢,四川省,成都市,都江堰市,建设路288号,None,0a0bb0f8743698f0b6f42f3d,0a0bb0f8743698f0b6f42f3d,1,"{'tag': '房地产;宿舍', 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0a0bb0f8743698f0b6f42f3d&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.011794, 'lng': 103.628215}",http://api.map.baidu.com/place/detail?uid=0a0bb0f8743698f0b6f42f3d&output=html&source=placeapi_v2,房地产;宿舍,house,大学,都江堰市,True
四川农业大学都江堰校区学生公寓第-15幢,四川省,成都市,都江堰市,四川省成都市都江堰市建设路288号,None,26d360af51edc7484c6d46fd,26d360af51edc7484c6d46fd,1,"{'tag': '房地产;宿舍', 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=26d360af51edc7484c6d46fd&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.011686, 'lng': 103.628242}",http://api.map.baidu.com/place/detail?uid=26d360af51edc7484c6d46fd&output=html&source=placeapi_v2,房地产;宿舍,house,大学,都江堰市,True
四川农业大学都江堰校区学生公寓第-2幢,四川省,成都市,都江堰市,四川省成都市都江堰市柳岸路6号东北100米,None,0747d124f7d391734afd3f0d,None,1,"{'tag': '房地产;宿舍', 'navi_location': {'lng': 103.62964316939, 'lat': 31.009499183512}, 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0747d124f7d391734afd3f0d&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.009809, 'lng': 103.630337}",http://api.map.baidu.com/place/detail?uid=0747d124f7d391734afd3f0d&output=html&source=placeapi_v2,房地产;宿舍,house,大学,都江堰市,True
四川农业大学都江堰校区学生公寓第-5幢,四川省,成都市,都江堰市,四川省成都市都江堰市建设路288号,None,c0f2b10ba9b704d6f60e776b,c0f2b10ba9b704d6f60e776b,1,"{'tag': '房地产;宿舍', 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=c0f2b10ba9b704d6f60e776b&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.010921, 'lng': 103.629811}",http://api.map.baidu.com/place/detail?uid=c0f2b10ba9b704d6f60e776b&output=html&source=placeapi_v2,房地产;宿舍,house,大学,都江堰市,True
四川农业大学都江堰校区-学生公寓第3幢,四川省,成都市,都江堰市,四川省成都市都江堰市柳岸路4附近,None,6dffb7882bbaf3a53be4a6f2,None,1,"{'tag': '房地产;宿舍', 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=6dffb7882bbaf3a53be4a6f2&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.009488, 'lng': 103.630379}",http://api.map.baidu.com/place/detail?uid=6dffb7882bbaf3a53be4a6f2&output=html&source=placeapi_v2,房地产;宿舍,house,大学,都江堰市,True
四川农业大学-第二林业勘察设计研究所,四川省,成都市,都江堰市,建设路288号,None,51564bd7db5c31e0167643c8,None,1,"{'tag': '教育培训;科研机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=51564bd7db5c31e0167643c8&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.010544, 'lng': 103.626795}",http://api.map.baidu.com/place/detail?uid=51564bd7db5c31e0167643c8&output=html&source=placeapi_v2,教育培训;科研机构,education,大学,都江堰市,True
四川农业大学都江堰校区学生公寓第-8幢,四川省,成都市,都江堰市,四川省成都市都江堰市建设路288号,None,4f23b3cf30c9d50c02294f10,4f23b3cf30c9d50c02294f10,1,"{'tag': '房地产;宿舍', 'navi_location': {'lng': 103.62896961992, 'lat': 31.011032330183}, 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=4f23b3cf30c9d50c02294f10&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.011694, 'lng': 103.628631}",http://api.map.baidu.com/place/detail?uid=4f23b3cf30c9d50c02294f10&output=html&source=placeapi_v2,房地产;宿舍,house,大学,都江堰市,True
四川农业大学(都江堰校区)学生公寓第-10幢,四川省,成都市,都江堰市,成都市都江堰市柳岸路四川农业大学都江堰校区学生公寓第10幢,None,ad93ec62e8a1cd051b11d5c8,ad93ec62e8a1cd051b11d5c8,1,"{'tag': '房地产;宿舍', 'navi_location': {'lng': 103.63056339356, 'lat': 31.011227859918}, 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=ad93ec62e8a1cd051b11d5c8&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.009658, 'lng': 103.632586}",http://api.map.baidu.com/place/detail?uid=ad93ec62e8a1cd051b11d5c8&output=html&source=placeapi_v2,房地产;宿舍,house,大学,都江堰市,True
四川农业大学(都江堰校区)学生公寓第-6幢,四川省,成都市,都江堰市,四川省成都市都江堰市建设路288号,None,88988f1a52013efe48cc4ab0,88988f1a52013efe48cc4ab0,1,"{'tag': '房地产;宿舍', 'navi_location': {'lng': 103.63056339356, 'lat': 31.011227859918}, 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=88988f1a52013efe48cc4ab0&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.01131, 'lng': 103.630347}",http://api.map.baidu.com/place/detail?uid=88988f1a52013efe48cc4ab0&output=html&source=placeapi_v2,房地产;宿舍,house,大学,都江堰市,True
四川农业大学都江堰校区-教职工住宅第5幢,四川省,成都市,都江堰市,四川省成都市都江堰市柳岸路附近四川农业大学都江堰校区教职工住宅第5幢,None,1589da26cdb7c02a08ccddfc,None,1,"{'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=1589da26cdb7c02a08ccddfc&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.010727, 'lng': 103.630247}",http://api.map.baidu.com/place/detail?uid=1589da26cdb7c02a08ccddfc&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
四川工商职业技术学院-轻化工程系,四川省,成都市,都江堰市,天府大道东150米,None,7885a838949931cdad080f99,None,1,"{'tag': '教育培训;高等院校', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=7885a838949931cdad080f99&output=html&source=placeapi_v2', 'children': []}","{'lat': 30.91826, 'lng': 103.699705}",http://api.map.baidu.com/place/detail?uid=7885a838949931cdad080f99&output=html&source=placeapi_v2,教育培训;高等院校,education,大学,都江堰市,True
四川农业大学-建筑设计研究所,四川省,成都市,都江堰市,四川省成都市都江堰市建设路288号,None,f3d49e78f7f9a2c088b98894,None,1,"{'tag': '教育培训;科研机构', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=f3d49e78f7f9a2c088b98894&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.008225, 'lng': 103.6291}",http://api.map.baidu.com/place/detail?uid=f3d49e78f7f9a2c088b98894&output=html&source=placeapi_v2,教育培训;科研机构,education,大学,都江堰市,True
四川农业大学都江堰校区-活动中心,四川省,成都市,都江堰市,四川省成都市都江堰市建设路288号,None,e86dac52f7128aa2990050b3,None,1,"{'tag': '文化传媒;文化宫', 'type': 'enterprise', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=e86dac52f7128aa2990050b3&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.009623, 'lng': 103.629262}",http://api.map.baidu.com/place/detail?uid=e86dac52f7128aa2990050b3&output=html&source=placeapi_v2,文化传媒;文化宫,enterprise,大学,都江堰市,True
四川师范大学附属田童幼儿园,四川省,成都市,都江堰市,幸福镇灌温路78号,13881844331,70107255a5dd047ed72ce2df,70107255a5dd047ed72ce2df,1,"{'tag': '教育培训;幼儿园', 'navi_location': {'lng': 103.63097417519, 'lat': 30.972525104167}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=70107255a5dd047ed72ce2df&output=html&source=placeapi_v2', 'overall_rating': '5.0', 'comment_num': '1', 'children': []}","{'lat': 30.97236, 'lng': 103.630805}",http://api.map.baidu.com/place/detail?uid=70107255a5dd047ed72ce2df&output=html&source=placeapi_v2,教育培训;幼儿园,education,大学,都江堰市,True
四川农业大学都江堰校区-第四教学楼,四川省,成都市,都江堰市,四川省成都市都江堰市建设路288号,None,0dbd770105c762ef1e389483,None,1,"{'tag': '教育培训;其他', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0dbd770105c762ef1e389483&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.010626, 'lng': 103.626892}",http://api.map.baidu.com/place/detail?uid=0dbd770105c762ef1e389483&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
四川农业大学都江堰校区图书馆,四川省,成都市,都江堰市,建设路288号,None,6a541aab44250f862811d168,None,1,"{'tag': '教育培训;图书馆', 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=6a541aab44250f862811d168&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.010985, 'lng': 103.626728}",http://api.map.baidu.com/place/detail?uid=6a541aab44250f862811d168&output=html&source=placeapi_v2,教育培训;图书馆,education,大学,都江堰市,True
四川农业大学都江堰分校-第五教学楼,四川省,成都市,都江堰市,建设路288号,None,d60d5a0a78d9cf4238221c8a,d60d5a0a78d9cf4238221c8a,1,"{'tag': '教育培训;其他', 'navi_location': {'lng': 103.62759646743, 'lat': 31.011348314312}, 'type': 'education', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=d60d5a0a78d9cf4238221c8a&output=html&source=placeapi_v2', 'overall_rating': '0.0', 'comment_num': '1', 'children': []}","{'lat': 31.011393, 'lng': 103.627765}",http://api.map.baidu.com/place/detail?uid=d60d5a0a78d9cf4238221c8a&output=html&source=placeapi_v2,教育培训;其他,education,大学,都江堰市,True
四川农业大学都江堰校区-研究生公寓,四川省,成都市,都江堰市,四川省成都市都江堰市外北街251号西北50米,None,38191b617a6172bcf8221324,None,1,"{'tag': '房地产;宿舍', 'type': 'house', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=38191b617a6172bcf8221324&output=html&source=placeapi_v2', 'children': []}","{'lat': 31.010149, 'lng': 103.632825}",http://api.map.baidu.com/place/detail?uid=38191b617a6172bcf8221324&output=html&source=placeapi_v2,房地产;宿舍,house,大学,都江堰市,True
